Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
END_cctrue_224f1ec2	cc	Well...	game/story/endings/cctrue.rpy	53	cc "[what]"
END_cctrue_6381ad54	cc	...you know how my systems have been acting lately.	game/story/endings/cctrue.rpy	55	cc "[what]"
END_cctrue_6adb0f5a	cc	The late night water changes...	game/story/endings/cctrue.rpy	56	cc "[what]"
END_cctrue_083358de	cc	The pipe repairs...	game/story/endings/cctrue.rpy	57	cc "[what]"
END_cctrue_4fea9319	cc	I thought...	game/story/endings/cctrue.rpy	59	cc "[what]"
END_cctrue_256dfacf	mc	I've been planning this since we left Aperture, CC.	game/story/endings/cctrue.rpy	60	mc "[what]"
END_cctrue_a27825e2	mc	I'm... sorry it's taken me so long to get us here.	game/story/endings/cctrue.rpy	62	mc "[what]"
END_cctrue_0f6671e6	mc	It took me a while to find off-road wheels that would fit your chair.	game/story/endings/cctrue.rpy	63	mc "[what]"
END_cctrue_54ac2a42	cc	I didn't even know you changed them.	game/story/endings/cctrue.rpy	64	cc "[what]"
END_cctrue_a085a20d	cc	Regardless. I... thank you.	game/story/endings/cctrue.rpy	66	cc "[what]"
END_cctrue_1ea1f944	cc	I'm quite excited.	game/story/endings/cctrue.rpy	68	cc "[what]"
END_cctrue_d7029b5b	n	Birds are chirping. The sky is clear. The trail is empty.	game/story/endings/cctrue.rpy	71	n "[what]"
END_cctrue_b2d98ee2	n	CC's wheels roll across the dirt path quietly.	game/story/endings/cctrue.rpy	72	n "[what]"
END_cctrue_c943021f	cc	Love...	game/story/endings/cctrue.rpy	74	cc "[what]"
END_cctrue_7c927b78	mc	Yes?	game/story/endings/cctrue.rpy	75	mc "[what]"
END_cctrue_922ae873	cc	Today's a beautiful day, isn't it?	game/story/endings/cctrue.rpy	77	cc "[what]"
END_cctrue_02189704	mc	Yes. It is.	game/story/endings/cctrue.rpy	78	mc "[what]"
END_cctrue_31435862	cc	Everyday is beautiful with you.	game/story/endings/cctrue.rpy	79	cc "[what]"
END_cctrue_00bd543f	mc	I could say the same about you, CC.	game/story/endings/cctrue.rpy	80	mc "[what]"
END_cctrue_07861af3	n	The two of you proceed along the trail in silence for a while.	game/story/endings/cctrue.rpy	82	n "[what]"
END_cctrue_8665efa9	mc	Did you ever... want a different name?	game/story/endings/cctrue.rpy	83	mc "[what]"
END_cctrue_82626ff7	cc	What do you mean?	game/story/endings/cctrue.rpy	85	cc "[what]"
END_cctrue_d193b0bc	mc	Well... "CC" is just an acronym for your alias, isn't it?	game/story/endings/cctrue.rpy	86	mc "[what]"
END_cctrue_0367866d	mc	Not your actual name.	game/story/endings/cctrue.rpy	87	mc "[what]"
END_cctrue_c97dbc87	cc	Well, yes, but...	game/story/endings/cctrue.rpy	89	cc "[what]"
END_cctrue_c879b2fb	cc	...I don't know. I guess I never thought of it.	game/story/endings/cctrue.rpy	91	cc "[what]"
END_cctrue_ecdc05df	cc	The researchers who came in to check on me, to refit my tubes, to... worsen what already hurt me...	game/story/endings/cctrue.rpy	93	cc "[what]"
END_cctrue_a709993a	cc	They always just called me "Cancer Core."	game/story/endings/cctrue.rpy	94	cc "[what]"
END_cctrue_4ec10ff7	cc	Miss Esther was the first to call me CC.	game/story/endings/cctrue.rpy	95	cc "[what]"
END_cctrue_543bfc15	cc	And you.	game/story/endings/cctrue.rpy	97	cc "[what]"
END_cctrue_88f2315b	cc	You've never called me Cancer Core.	game/story/endings/cctrue.rpy	98	cc "[what]"
END_cctrue_bfa255a6	cc	I...	game/story/endings/cctrue.rpy	99	cc "[what]"
END_cctrue_d4edf1af	n	CC coughs, then sighs.	game/story/endings/cctrue.rpy	101	n "[what]"
END_cctrue_3fe95ee8	cc	I'm sorry. I feel so weak.	game/story/endings/cctrue.rpy	102	cc "[what]"
END_cctrue_cd387873	mc	We're almost there.	game/story/endings/cctrue.rpy	103	mc "[what]"
END_cctrue_48d4cc90	cc	I don't think I'd want to be called anything other than yours.	game/story/endings/cctrue.rpy	105	cc "[what]"
END_cctrue_bff960eb	mc	CC...	game/story/endings/cctrue.rpy	106	mc "[what]"
END_cctrue_c2d41ee6	cc	I love you.	game/story/endings/cctrue.rpy	108	cc "[what]"
END_cctrue_11fdb519	extend		game/story/endings/cctrue.rpy	110	extend "[what]" nointeract
END_cctrue_c20b28f4	cc	I'm so happy. I...	game/story/endings/cctrue.rpy	115	cc "[what]"
END_cctrue_369c8f3e	cc	It's so beautiful outside.	game/story/endings/cctrue.rpy	117	cc "[what]"
END_cctrue_1e36821d	cc	Everything is so much better out here than down there.	game/story/endings/cctrue.rpy	118	cc "[what]"
END_cctrue_a8085a62	cc	And the world is so full of...	game/story/endings/cctrue.rpy	119	cc "[what]"
END_cctrue_5a4f6bdc	cc	Things I'd never imagined.	game/story/endings/cctrue.rpy	120	cc "[what]"
END_cctrue_534e4984	n	Eventually, the two of you round the trail and hear -	game/story/endings/cctrue.rpy	123	n "[what]"
END_cctrue_d7646242	n	- just around the corner -	game/story/endings/cctrue.rpy	124	n "[what]"
END_cctrue_be2f93b5	n	- the first sounds of falling water.	game/story/endings/cctrue.rpy	125	n "[what]"
END_cctrue_8d24707f	cc	Is... is that...?	game/story/endings/cctrue.rpy	126	cc "[what]"
END_cctrue_69266d7f	mc	That's the sound a waterfall makes.	game/story/endings/cctrue.rpy	127	mc "[what]"
END_cctrue_ec450f0f	cc	Oh.	game/story/endings/cctrue.rpy	128	cc "[what]"
END_cctrue_bfa255a6_1	cc	I...	game/story/endings/cctrue.rpy	129	cc "[what]"
END_cctrue_6f5cbb57	cc	It sounds incredible.	game/story/endings/cctrue.rpy	130	cc "[what]"
END_cctrue_21b1cb3c	cc	It's nothing like the water inside me. I...	game/story/endings/cctrue.rpy	131	cc "[what]"
END_cctrue_46fe3cad	mc	Just wait until you see it, CC.	game/story/endings/cctrue.rpy	132	mc "[what]"
END_cctrue_a98553ab	n	Through the trees, you see it -	game/story/endings/cctrue.rpy	138	n "[what]"
END_cctrue_6fb6fc0b	n	Bond Falls.	game/story/endings/cctrue.rpy	139	n "[what]"
END_cctrue_6dbcb40e	n	100 feet wide, 50 feet tall, cascading down several layers of rock -	game/story/endings/cctrue.rpy	140	n "[what]"
END_cctrue_a5dc24a9	n	Water flows through every crevice, every pebbled surface, every tiny little crack...	game/story/endings/cctrue.rpy	141	n "[what]"
END_cctrue_cd459d49	n	Emptying out into the Ontonagon River.	game/story/endings/cctrue.rpy	142	n "[what]"
END_cctrue_c25a7bb3	mc	Here it is, CC.	game/story/endings/cctrue.rpy	143	mc "[what]"
END_cctrue_07a420ed	mc	Bond Falls.	game/story/endings/cctrue.rpy	144	mc "[what]"
END_cctrue_5b9beca6	cc	My first... my first real waterfall.	game/story/endings/cctrue.rpy	146	cc "[what]"
END_cctrue_ff2b1e32	cc	It's even more incredible in real life.	game/story/endings/cctrue.rpy	147	cc "[what]"
END_cctrue_e96c2491	cc	It's... haha... it's huge!	game/story/endings/cctrue.rpy	148	cc "[what]"
END_cctrue_9593c7dc	cc	It's so loud, so powerful, it...	game/story/endings/cctrue.rpy	149	cc "[what]"
END_cctrue_49d75df3	n	CC closes his optic and coughs. You hear the mechanics inside him whirl.	game/story/endings/cctrue.rpy	151	n "[what]"
END_cctrue_99e00db5	mc	CC, are you -	game/story/endings/cctrue.rpy	152	mc "[what]"
END_cctrue_048ec389	cc	It's so beautiful. I...	game/story/endings/cctrue.rpy	154	cc "[what]"
END_cctrue_1ad0f7ab	cc	This has been my dream ever since I discovered what a waterfall was.	game/story/endings/cctrue.rpy	155	cc "[what]"
END_cctrue_163dfdde	cc	When I heard the researchers talking to each other...	game/story/endings/cctrue.rpy	157	cc "[what]"
END_cctrue_842ab369	cc	One of them said he was going with his partner to see Niagra Falls.	game/story/endings/cctrue.rpy	158	cc "[what]"
END_cctrue_7c09ae22	cc	I-I just had to know more, so I scoured the few databases I had access to, I...	game/story/endings/cctrue.rpy	159	cc "[what]"
END_cctrue_1e84dce8	cc	I ran those images, that text over and over again through my head.	game/story/endings/cctrue.rpy	161	cc "[what]"
END_cctrue_036a97c2	cc	I-I never thought...	game/story/endings/cctrue.rpy	162	cc "[what]"
END_cctrue_a52d5d43	cc	I would actually see one. I...	game/story/endings/cctrue.rpy	163	cc "[what]"
END_cctrue_bfa255a6_2	cc	I...	game/story/endings/cctrue.rpy	165	cc "[what]"
END_cctrue_c943021f_1	cc	Love...	game/story/endings/cctrue.rpy	167	cc "[what]"
END_cctrue_bff960eb_1	mc	CC...	game/story/endings/cctrue.rpy	168	mc "[what]"
END_cctrue_21137205	cc	Do you feel it?	game/story/endings/cctrue.rpy	169	cc "[what]"
END_cctrue_2046d14f	mc	Feel...	game/story/endings/cctrue.rpy	170	mc "[what]"
END_cctrue_5ae5db07	cc	My time. It's...	game/story/endings/cctrue.rpy	171	cc "[what]"
END_cctrue_8a4ae272	n	The gears inside him whir gently, slowly, harmonizing with the waterfall before you.	game/story/endings/cctrue.rpy	172	n "[what]"
END_cctrue_688237e3	cc	This is difficult to ask, but...	game/story/endings/cctrue.rpy	174	cc "[what]"
END_cctrue_001993eb	cc	Can you...	game/story/endings/cctrue.rpy	175	cc "[what]"
END_cctrue_0268b223	cc	Can you free me from these tubes?	game/story/endings/cctrue.rpy	177	cc "[what]"
END_cctrue_85ac55e5	cc	Take me off this chair?	game/story/endings/cctrue.rpy	178	cc "[what]"
END_cctrue_ec80ee19	mc	CC, that'll kill you.	game/story/endings/cctrue.rpy	179	mc "[what]"
END_cctrue_6d6e2681	cc	Haha, yes. Yes it will, but...	game/story/endings/cctrue.rpy	181	cc "[what]"
END_cctrue_f528edeb	cc	I feel it. Internally. My kill code.	game/story/endings/cctrue.rpy	182	cc "[what]"
END_cctrue_777fab85	cc	A failsafe Aperture put into place...	game/story/endings/cctrue.rpy	183	cc "[what]"
END_cctrue_b265b698	cc	...so the experiment could eventually be put to an end.	game/story/endings/cctrue.rpy	185	cc "[what]"
END_cctrue_866094f8	cc	They've gotten no new data...	game/story/endings/cctrue.rpy	186	cc "[what]"
END_cctrue_d47a9135	cc	So they've sent the code.	game/story/endings/cctrue.rpy	187	cc "[what]"
END_cctrue_15bf41eb	mc	I-Isn't there something I can do? I could break back into the facility, try to...	game/story/endings/cctrue.rpy	188	mc "[what]"
END_cctrue_71491085	cc	No. Love, I...	game/story/endings/cctrue.rpy	190	cc "[what]"
END_cctrue_2d7eee69	cc	I'm in heaven right now.	game/story/endings/cctrue.rpy	192	cc "[what]"
END_cctrue_44caf2fc	cc	The love of my life beside me...	game/story/endings/cctrue.rpy	193	cc "[what]"
END_cctrue_7f6f7865	cc	A place I've always dreamed of...	game/story/endings/cctrue.rpy	194	cc "[what]"
END_cctrue_00bb9798	cc	A sky as blue as the walls I used to spend every waking moment staring at.	game/story/endings/cctrue.rpy	195	cc "[what]"
END_cctrue_7861d366	cc	I'm so happy.	game/story/endings/cctrue.rpy	197	cc "[what]"
END_cctrue_82ef50b7	cc	And... it's time.	game/story/endings/cctrue.rpy	198	cc "[what]"
END_cctrue_2485f494	mc	I...	game/story/endings/cctrue.rpy	199	mc "[what]"
END_cctrue_83495ed0	mc	I understand.	game/story/endings/cctrue.rpy	200	mc "[what]"
END_cctrue_eadbf0e8	cc	Please help me.	game/story/endings/cctrue.rpy	202	cc "[what]"
END_cctrue_dac16979	mc	I will.	game/story/endings/cctrue.rpy	203	mc "[what]"
END_cctrue_29905c38	n	One by one, you detach the tubes that hold CC in place on his chair.	game/story/endings/cctrue.rpy	206	n "[what]"
END_cctrue_7510e1a6	n	You hear the pistons slow and the gentle hum of his mechanics quiet down.	game/story/endings/cctrue.rpy	207	n "[what]"
END_cctrue_dcfa6555	n	Carefully, lovingly, you pick him up off his chair and lay him in the water.	game/story/endings/cctrue.rpy	208	n "[what]"
END_cctrue_706f9e7f	cc	It feels so... cold.	game/story/endings/cctrue.rpy	218	cc "[what]"
END_cctrue_4c44411e	cc	It's wonderful. I...	game/story/endings/cctrue.rpy	219	cc "[what]"
END_cctrue_c80c4a22	cc	I haven't felt the air through my circuits since I was activated.	game/story/endings/cctrue.rpy	220	cc "[what]"
END_cctrue_d5e21708	cc	The first water-powered core... that's what they said when I was turned on, you know?	game/story/endings/cctrue.rpy	221	cc "[what]"
END_cctrue_d68d3d59	cc	Haha. If only I knew that I'd pass surrounded by the very thing that kept me living...	game/story/endings/cctrue.rpy	222	cc "[what]"
END_cctrue_e6d0cde0	cc	But it's different.	game/story/endings/cctrue.rpy	223	cc "[what]"
END_cctrue_8238f555	cc	The tubes... they're suffocating.	game/story/endings/cctrue.rpy	224	cc "[what]"
END_cctrue_018106c4	cc	Constant pressure on my chassis.	game/story/endings/cctrue.rpy	225	cc "[what]"
END_cctrue_24cf59cc	cc	But now... I feel so free. Like I could fly.	game/story/endings/cctrue.rpy	226	cc "[what]"
END_cctrue_252e446e	n	He sighs.	game/story/endings/cctrue.rpy	227	n "[what]"
END_cctrue_e31f7c51	cc	I love you.	game/story/endings/cctrue.rpy	228	cc "[what]"
END_cctrue_5668448f	cc	None of this would've been possible without you.	game/story/endings/cctrue.rpy	229	cc "[what]"
END_cctrue_6c30fcb8	cc	I would've died in that terrible room.	game/story/endings/cctrue.rpy	230	cc "[what]"
END_cctrue_46b5b07e	cc	I never would've seen the sky.	game/story/endings/cctrue.rpy	231	cc "[what]"
END_cctrue_97dfa5b0	cc	I never would've felt the grass.	game/story/endings/cctrue.rpy	232	cc "[what]"
END_cctrue_39fe7a80	cc	...	game/story/endings/cctrue.rpy	233	cc "[what]"
END_cctrue_1cd2d4ad	cc	I'm sorry.	game/story/endings/cctrue.rpy	234	cc "[what]"
END_cctrue_07d00b6e	cc	I wish I could stay.	game/story/endings/cctrue.rpy	235	cc "[what]"
END_cctrue_030830ec	mc	Please don't apologize.	game/story/endings/cctrue.rpy	236	mc "[what]"
END_cctrue_558044cc	cc	Haha... alright.	game/story/endings/cctrue.rpy	237	cc "[what]"
END_cctrue_d75d082f	cc	I just have one last request, love.	game/story/endings/cctrue.rpy	238	cc "[what]"
END_cctrue_0c671f02	cc	Leave me here... when I pass, yes?	game/story/endings/cctrue.rpy	239	cc "[what]"
END_cctrue_d4390499	cc	In the river.	game/story/endings/cctrue.rpy	240	cc "[what]"
END_cctrue_5633abcd	cc	I feel like I belong here.	game/story/endings/cctrue.rpy	241	cc "[what]"
END_cctrue_8d3b5540	mc	Of course.	game/story/endings/cctrue.rpy	242	mc "[what]"
END_cctrue_ec78a680	n	CC looks up one last time.	game/story/endings/cctrue.rpy	243	n "[what]"
END_cctrue_19e48ccd	cc	I'm so lucky.	game/story/endings/cctrue.rpy	244	cc "[what]"
END_cctrue_107519a8	cc	You always look so beautiful when you're worried, love.	game/story/endings/cctrue.rpy	245	cc "[what]"
END_cctrue_2229e7d2	n	Gently, and almost as if he was never there at all...	game/story/endings/cctrue.rpy	246	n "[what]"
END_cctrue_9b135aaa	n	CC is gone.	game/story/endings/cctrue.rpy	248	n "[what]"
END_cctrue_7bc4cb05	n	You kiss him one last time, pick him up, and carry him to the center of the river.	game/story/endings/cctrue.rpy	249	n "[what]"
END_cctrue_58fb2650	n	And with one careful release...	game/story/endings/cctrue.rpy	250	n "[what]"
END_cctrue_7b965a01	n	He disappears from your vision, caught beneath the waves.	game/story/endings/cctrue.rpy	251	n "[what]"
END_gregtrue_3a15376f	n	The passenger seat is quite loud.	game/story/endings/gregorytrue.rpy	14	n "[what]"
END_gregtrue_68a9be76	n	Louder than the radio sometimes.	game/story/endings/gregorytrue.rpy	15	n "[what]"
END_gregtrue_e4865c04	n	The three little cores that you took under your wing a month ago rarely stop talking.	game/story/endings/gregorytrue.rpy	16	n "[what]"
END_gregtrue_d05e1cae	g3e	No. You're just straight-up wrong.. Coco Chanel's influence in the 1920s was undeniable.	game/story/endings/gregorytrue.rpy	18	g3e "[what]"
END_gregtrue_1f5efd4d	g2e	No need to be rude, Rie. I just think Patou's work was better.	game/story/endings/gregorytrue.rpy	19	g2e "[what]"
END_gregtrue_b8abb1cd	g1e	She has a point, though, Gore. Jean Patou was not nearly as influential as Chanel was.	game/story/endings/gregorytrue.rpy	20	g1e "[what]"
END_gregtrue_d6958223	g2e	No, she's correct. Chanel's work was certainly more influential.	game/story/endings/gregorytrue.rpy	21	g2e "[what]"
END_gregtrue_b4651bcc	g2e	That's not the issue I'm having here.	game/story/endings/gregorytrue.rpy	22	g2e "[what]"
END_gregtrue_d5a4244c	g2e	I am just stating, in my personal opinion, that Patou's work was more...	game/story/endings/gregorytrue.rpy	23	g2e "[what]"
END_gregtrue_95554a0a	g3e	More what?	game/story/endings/gregorytrue.rpy	24	g3e "[what]"
END_gregtrue_a48a4c5e	g2e	...exciting.	game/story/endings/gregorytrue.rpy	25	g2e "[what]"
END_gregtrue_9bf76e0d	g3e	Oh, if I had hands, Gore, you'd...	game/story/endings/gregorytrue.rpy	26	g3e "[what]"
END_gregtrue_0c4438e4	g1e	Can you two stop fighting?	game/story/endings/gregorytrue.rpy	27	g1e "[what]"
END_gregtrue_0c9160e0	mc	Agreed. You've been talking about this back and forth for the past two and a half hours.	game/story/endings/gregorytrue.rpy	28	mc "[what]"
END_gregtrue_9ccfec8e	g2e	I apologize.	game/story/endings/gregorytrue.rpy	29	g2e "[what]"
END_gregtrue_91b03a77	g3e	Sorry.	game/story/endings/gregorytrue.rpy	30	g3e "[what]"
END_gregtrue_c8b517b8	mc	I know the three of you love your fashion, but it gets exhausting sometimes...	game/story/endings/gregorytrue.rpy	31	mc "[what]"
END_gregtrue_274b13bb	g3e	Sorry, Doc.	game/story/endings/gregorytrue.rpy	32	g3e "[what]"
END_gregtrue_7a05ce16	g2e	Yes. We're sorry.	game/story/endings/gregorytrue.rpy	33	g2e "[what]"
END_gregtrue_fe6041a9	mc	I forgive you two. Thank you, Greg, for helping.	game/story/endings/gregorytrue.rpy	34	mc "[what]"
END_gregtrue_eb038244	g1e	No problem!	game/story/endings/gregorytrue.rpy	35	g1e "[what]"
END_gregtrue_cf889495	g2e	Speaking of the past two hours -	game/story/endings/gregorytrue.rpy	36	g2e "[what]"
END_gregtrue_2a913292	g3e	Are we almost there yet? This ride's taking a LONG time...	game/story/endings/gregorytrue.rpy	37	g3e "[what]"
END_gregtrue_eec95e12	mc	Patience. We'll get there shortly.	game/story/endings/gregorytrue.rpy	38	mc "[what]"
